id,order_date,customer_id,region
30966,3/28/2016 0:25,4510,Oceania
30063,3/14/2016 20:03,9626,Oceania
22019,11/18/2015 9:53,9494,South Asia
24230,12/20/2015 16:29,1718,Southeast Asia
42353,9/10/2016 5:47,5295,West Asia
42134,9/7/2016 1:04,3984,Central Asia
21522,11/11/2015 3:45,5270,Eastern Asia
23767,12/13/2015 22:17,10966,Eastern Asia
25433,1/7/2016 5:57,1868,Eastern Asia
73893,12/14/2017 15:39,17446,Eastern Asia
30085,3/15/2016 3:45,10071,Oceania
30172,3/16/2016 10:14,1271,Oceania
27478,2/6/2016 2:25,11930,Oceania
76976,1/28/2018 15:46,20529,Oceania
24063,12/18/2015 5:59,8358,South Asia
51209,1/17/2017 12:26,7705,South Asia
73839,12/13/2017 20:44,17392,South Asia
74723,12/26/2017 18:26,18276,Southeast Asia
26821,1/27/2016 12:14,7795,Southeast Asia
77102,1/30/2018 11:54,20655,Southeast Asia
41608,8/30/2016 8:47,2454,West Asia
47009,11/17/2016 4:59,150,West Asia
49916,12/29/2016 15:26,10671,Central Asia
29746,3/10/2016 4:59,11924,Eastern Asia
72533,11/24/2017 19:11,16086,Eastern Asia
48608,12/10/2016 13:11,4398,West Africa
45506,10/26/2016 6:25,5687,West Africa
45027,10/19/2016 6:36,8534,West Africa
46308,11/6/2016 23:24,3372,Central Africa
43685,9/29/2016 16:27,10927,West Africa
41893,9/3/2016 12:38,3597,Central Africa
46339,11/7/2016 10:15,2052,Central Africa
46667,11/12/2016 5:10,4399,West Africa
47647,11/26/2016 12:30,185,East Africa
48565,12/9/2016 22:07,3441,East Africa
43889,10/2/2016 15:55,11947,West Africa
45138,10/20/2016 21:30,1555,Central Africa
44160,10/6/2016 14:51,9399,Central Africa
49214,12/19/2016 9:30,2792,West Africa
41825,9/2/2016 12:48,10118,Southern Africa
44504,10/11/2016 15:22,8544,West Africa
44496,10/11/2016 12:34,4296,East Africa
45559,10/27/2016 0:59,4391,West Africa
44074,10/5/2016 8:44,2882,West Africa
49857,12/28/2016 18:46,3283,North Africa
41786,9/1/2016 23:08,397,North Africa
48042,12/2/2016 6:54,4104,West Africa
44301,10/8/2016 16:15,12214,North Africa
41591,8/30/2016 2:49,10699,East Africa
44981,10/18/2016 14:29,2091,North Africa
41545,8/29/2016 10:42,10474,Southern Africa
49910,12/29/2016 13:20,7504,Southern Africa
19590,10/13/2015 22:53,7518,Western Europe
43650,9/29/2016 4:11,1738,Eastern Europe
15202,8/10/2015 21:35,1622,Western Europe
15462,8/14/2015 16:40,1325,Southern Europe
15155,8/10/2015 5:07,5505,Western Europe
64451,7/29/2017 19:42,4210,Western Europe
67028,9/5/2017 10:32,11229,Western Europe
62336,6/28/2017 22:43,9385,Western Europe
11334,6/15/2015 10:27,900,Western Europe
62885,7/6/2017 23:03,6217,Southern Europe
66998,9/5/2017 0:02,9466,Southern Europe
47002,11/17/2016 2:32,4596,Eastern Europe
63445,7/15/2017 3:15,5206,Southern Europe
67566,9/13/2017 7:01,2823,Western Europe
18884,10/3/2015 15:33,10408,Western Europe
18845,10/3/2015 1:53,11011,Southern Europe
66854,9/2/2017 21:35,40,Northern Europe
46955,11/16/2016 10:04,11636,Eastern Europe
55002,3/13/2017 21:18,7454,Central America
60445,6/1/2017 8:13,5138,South America
53586,2/21/2017 5:12,8696,Central America
56618,4/6/2017 11:27,2329,Central America
51865,1/27/2017 2:16,12431,South America
2937,2/12/2015 20:36,10860,South America
54446,3/5/2017 18:30,12094,South America
58623,5/5/2017 17:53,5088,Central America
7411,4/19/2015 4:03,2200,South America
5348,3/20/2015 1:17,10966,Central America
59742,5/22/2017 1:56,3997,Caribbean
59498,5/18/2017 12:26,8746,Central America
3459,2/20/2015 11:29,3687,Caribbean
8470,5/4/2015 15:04,9162,Central America
53455,2/19/2017 7:19,8993,South America
2014,1/30/2015 9:14,5875,Central America
55899,3/26/2017 23:33,2502,Central America
52582,2/6/2017 13:27,9563,Central America
56222,3/31/2017 16:43,7259,Central America
57829,4/24/2017 3:43,3131,South America
56217,3/31/2017 14:58,4140,Central America
5893,3/28/2015 0:13,4539,Central America
5528,3/22/2015 16:21,6071,Central America
367,1/6/2015 8:13,8730,South America
52353,2/3/2017 5:14,9634,South America
1784,1/27/2015 0:39,8010,South America
60317,5/30/2017 11:22,3484,Caribbean
6776,4/9/2015 21:35,7307,Central America
4487,3/7/2015 11:38,1975,Central America
9681,5/22/2015 7:20,629,Central America
60868,6/7/2017 12:25,11753,Central America
53231,2/16/2017 0:50,5375,Central America
52601,2/6/2017 20:07,1695,South America
4660,3/10/2015 0:15,9884,South America
3539,2/21/2015 15:31,8498,South America
54488,3/6/2017 9:13,7534,South America
52549,2/6/2017 1:54,123,Central America
60361,5/31/2017 2:47,8498,Central America
5712,3/25/2015 8:49,8925,South America
9309,5/16/2015 21:00,5981,South America
8095,4/29/2015 3:41,7347,South America
75892,1/12/2018 19:59,19445,South Asia
75891,1/12/2018 19:38,19444,Eastern Asia
75890,1/12/2018 19:17,19443,Eastern Asia
75889,1/12/2018 18:56,19442,South Asia
75888,1/12/2018 18:35,19441,South Asia
75887,1/12/2018 18:14,19440,South Asia
75886,1/12/2018 17:53,19439,Oceania
75885,1/12/2018 17:32,19438,Southeast Asia
75884,1/12/2018 17:11,19437,Oceania
75883,1/12/2018 16:50,19436,Eastern Asia
75882,1/12/2018 16:29,19435,Eastern Asia
75881,1/12/2018 16:08,19434,Eastern Asia
75880,1/12/2018 15:47,19433,Eastern Asia
75879,1/12/2018 15:26,19432,South Asia
75878,1/12/2018 15:05,19431,South Asia
75877,1/12/2018 14:44,19430,Southeast Asia
75876,1/12/2018 14:23,19429,Southeast Asia
75875,1/12/2018 14:02,19428,Southeast Asia
75874,1/12/2018 13:41,19427,Southeast Asia
75873,1/12/2018 13:20,19426,South Asia
75872,1/12/2018 12:59,19425,South Asia
75871,1/12/2018 12:38,19424,South Asia
75870,1/12/2018 12:17,19423,South Asia
75869,1/12/2018 11:56,19422,South Asia
75868,1/12/2018 11:35,19421,Eastern Asia
75867,1/12/2018 11:14,19420,Southeast Asia
75866,1/12/2018 10:53,19419,Southeast Asia
75865,1/12/2018 10:32,19418,Oceania
75864,1/12/2018 10:11,19417,Oceania
75863,1/12/2018 9:50,19416,Oceania
75862,1/12/2018 9:29,19415,Oceania
75861,1/12/2018 9:08,19414,Oceania
75860,1/12/2018 8:47,19413,Oceania
75859,1/12/2018 8:26,19412,Eastern Asia
75858,1/12/2018 8:05,19411,Oceania
75857,1/12/2018 7:44,19410,Oceania
75856,1/12/2018 7:23,19409,Eastern Asia
75855,1/12/2018 7:02,19408,Southeast Asia
75854,1/12/2018 6:41,19407,Southeast Asia
75853,1/12/2018 6:20,19406,Eastern Asia
75852,1/12/2018 5:59,19405,South Asia
75851,1/12/2018 5:38,19404,Eastern Asia
75850,1/12/2018 5:16,19403,South Asia
75849,1/12/2018 4:55,19402,South Asia
75848,1/12/2018 4:34,19401,South Asia
75847,1/12/2018 4:13,19400,South Asia
75846,1/12/2018 3:52,19399,South Asia
75845,1/12/2018 3:31,19398,Southeast Asia
75844,1/12/2018 3:10,19397,Southeast Asia
75843,1/12/2018 2:49,19396,Southeast Asia
75842,1/12/2018 2:28,19395,Southeast Asia
75841,1/12/2018 2:07,19394,Southeast Asia
75840,1/12/2018 1:46,19393,Eastern Asia
75839,1/12/2018 1:25,19392,Eastern Asia
75838,1/12/2018 1:04,19391,Eastern Asia
75837,1/12/2018 0:43,19390,Southeast Asia
75836,1/12/2018 0:22,19389,Southeast Asia
75835,1/12/2018 0:01,19388,South Asia
75834,1/11/2018 23:40,19387,South Asia
75833,1/11/2018 23:19,19386,South Asia
75832,1/11/2018 22:58,19385,South Asia
75831,1/11/2018 22:37,19384,South Asia
75830,1/11/2018 22:16,19383,Southeast Asia
75829,1/11/2018 21:55,19382,Southeast Asia
75828,1/11/2018 21:34,19381,Southeast Asia
75827,1/11/2018 21:13,19380,Oceania
75826,1/11/2018 20:52,19379,Southeast Asia
75825,1/11/2018 20:31,19378,Southeast Asia
75824,1/11/2018 20:10,19377,South Asia
75823,1/11/2018 19:49,19376,South Asia
75822,1/11/2018 19:28,19375,South Asia
75821,1/11/2018 19:07,19374,South Asia
75820,1/11/2018 18:46,19373,Southeast Asia
75819,1/11/2018 18:25,19372,Southeast Asia
75818,1/11/2018 18:04,19371,Oceania
75817,1/11/2018 17:43,19370,Oceania
75816,1/11/2018 17:22,19369,Southeast Asia
75815,1/11/2018 17:01,19368,Eastern Asia
75814,1/11/2018 16:40,19367,Eastern Asia
75813,1/11/2018 16:19,19366,Southeast Asia
75812,1/11/2018 15:58,19365,Oceania
75811,1/11/2018 15:37,19364,Eastern Asia
75810,1/11/2018 15:16,19363,Eastern Asia
75809,1/11/2018 14:55,19362,Eastern Asia
75808,1/11/2018 14:34,19361,Eastern Asia
75807,1/11/2018 14:13,19360,Eastern Asia
75806,1/11/2018 13:52,19359,Eastern Asia
75805,1/11/2018 13:31,19358,Oceania
75804,1/11/2018 13:10,19357,Oceania
75803,1/11/2018 12:49,19356,Oceania
75802,1/11/2018 12:28,19355,Oceania
75801,1/11/2018 12:06,19354,South Asia
75800,1/11/2018 11:45,19353,South Asia
75799,1/11/2018 11:24,19352,Southeast Asia
75798,1/11/2018 11:03,19351,South Asia
75797,1/11/2018 10:42,19350,Eastern Asia
3130,2/15/2015 16:13,12069,Central America
49521,12/23/2016 21:03,9597,West Asia
30305,3/18/2016 8:50,9702,Oceania
27772,2/10/2016 9:25,9467,Southeast Asia
31296,4/1/2016 20:01,2546,Southeast Asia
22076,11/19/2015 5:51,2240,Eastern Asia
25665,1/10/2016 15:14,11650,Oceania
22819,11/30/2015 2:09,10368,Oceania
27099,1/31/2016 13:38,6489,Oceania
28292,2/17/2016 23:35,10533,South Asia
39159,7/25/2016 14:47,11292,West of USA 
34631,5/20/2016 12:25,47,West of USA 
37669,7/3/2016 20:46,6405,East of USA
40085,8/8/2016 3:12,2426,South of  USA 
47262,11/20/2016 21:38,8133,Southern Africa
44771,10/15/2016 12:55,1429,Southern Africa
13890,7/22/2015 17:56,9120,Western Europe
17071,9/7/2015 4:22,12221,Western Europe
11321,6/15/2015 5:54,9415,Western Europe
11936,6/24/2015 5:21,724,Western Europe
68337,9/24/2017 13:08,8897,Western Europe
45746,10/29/2016 18:30,7112,Eastern Europe
13736,7/20/2015 11:58,1086,Northern Europe
49622,12/25/2016 8:26,7112,Eastern Europe
19444,10/11/2015 19:44,2916,Northern Europe
51911,1/27/2017 18:23,11339,Central America
58239,4/30/2017 3:21,10166,Caribbean
56678,4/7/2017 8:28,3091,Central America
53202,2/15/2017 14:40,5007,Central America
58738,5/7/2017 10:11,1070,Central America
56260,4/1/2017 6:02,6871,Central America
5042,3/15/2015 14:05,2339,South America
55511,3/21/2017 7:37,4232,Central America
54128,3/1/2017 3:05,8986,South America
21244,11/7/2015 2:22,6491,Eastern Asia
31239,4/1/2016 0:03,5564,Oceania
45772,10/30/2016 3:37,7955,South Asia
24661,12/26/2015 23:29,5728,Oceania
22924,12/1/2015 14:56,9704,Southeast Asia
21902,11/16/2015 16:53,8485,Southeast Asia
21534,11/11/2015 7:58,11216,Eastern Asia
24160,12/19/2015 15:58,12160,Oceania
32102,4/13/2016 14:24,6352,West of USA 
37763,7/5/2016 5:42,5870,West of USA 
37867,7/6/2016 18:08,11776,US Center 
31905,4/10/2016 17:23,7060,East of USA
36269,6/13/2016 10:17,3466,South of  USA 
48374,12/7/2016 3:12,1834,Central Africa
17719,9/16/2015 15:24,2439,Southern Europe
15766,8/19/2015 3:10,6416,Southern Europe
12179,6/27/2015 18:29,6310,Western Europe
66275,8/25/2017 10:44,9029,Western Europe
13140,7/11/2015 19:10,295,Western Europe
16444,8/29/2015 0:42,9011,Western Europe
14454,7/30/2015 23:31,1577,Northern Europe
67979,9/19/2017 7:43,1568,Western Europe
65264,8/10/2017 16:32,9047,Western Europe
51226,1/17/2017 18:23,7603,Eastern Europe
52576,2/6/2017 11:21,6746,Central America
67753,9/16/2017 0:32,1566,Western Europe
15421,8/14/2015 2:18,2918,Southern Europe
13225,7/13/2015 0:57,1491,Northern Europe
71362,11/7/2017 16:56,14915,Southern Europe
13232,7/13/2015 3:24,9619,Southern Europe
65487,8/13/2017 22:39,2363,Western Europe
65105,8/8/2017 8:49,5898,Western Europe
14837,8/5/2015 13:42,1948,Western Europe
46224,11/5/2016 17:58,1820,Eastern Europe
71217,11/5/2017 14:08,14770,Northern Europe
63972,7/22/2017 19:53,1962,Northern Europe
19200,10/8/2015 6:15,7175,Northern Europe
18009,9/20/2015 21:00,1222,Northern Europe
10831,6/8/2015 2:13,487,Northern Europe
68107,9/21/2017 4:33,2217,Southern Europe
71271,11/6/2017 9:03,14824,Western Europe
16953,9/5/2015 11:02,2078,Western Europe
49664,12/25/2016 23:09,10497,Eastern Europe
16446,8/29/2015 1:24,4695,Northern Europe
14960,8/7/2015 8:48,9857,Western Europe
18005,9/20/2015 19:36,2168,Northern Europe
12804,7/6/2015 21:27,4078,Southern Europe
14651,8/2/2015 20:32,11887,Western Europe
10990,6/10/2015 9:56,6588,Western Europe
65609,8/15/2017 17:24,7167,Western Europe
17878,9/18/2015 23:06,1459,Western Europe
16998,9/6/2015 2:48,548,Western Europe
13970,7/23/2015 21:57,5224,Western Europe
13614,7/18/2015 17:14,2686,Western Europe
44388,10/9/2016 22:44,468,Eastern Europe
13050,7/10/2015 11:38,8456,Northern Europe
12613,7/4/2015 2:32,1260,Northern Europe
66587,8/30/2017 0:02,3050,Southern Europe
62795,7/5/2017 15:32,10308,Western Europe
18950,10/4/2015 14:40,6428,Western Europe
19610,10/14/2015 5:54,387,Southern Europe
65011,8/6/2017 23:53,2270,Western Europe
19380,10/10/2015 21:19,482,Western Europe
65005,8/6/2017 21:47,1956,Northern Europe
20085,10/21/2015 4:19,7466,Northern Europe
18245,9/24/2015 7:41,8224,Northern Europe
19817,10/17/2015 6:25,3490,Southern Europe
10444,6/2/2015 10:38,1596,Southern Europe
64637,8/1/2017 12:52,9857,Northern Europe
15269,8/11/2015 21:03,3969,Northern Europe
14064,7/25/2015 6:53,9342,Northern Europe
14551,8/1/2015 9:30,2028,Western Europe
12698,7/5/2015 8:19,3940,Western Europe
47758,11/28/2016 3:24,8293,Eastern Europe
68220,9/22/2017 20:09,9962,Northern Europe
14730,8/4/2015 0:13,8098,Northern Europe
66411,8/27/2017 10:22,8348,Southern Europe
12535,7/2/2015 23:13,653,Southern Europe
67712,9/15/2017 10:10,8645,Western Europe
18593,9/29/2015 9:36,1275,Northern Europe
17909,9/19/2015 9:58,11189,Northern Europe
16302,8/26/2015 22:57,5988,Northern Europe
13343,7/14/2015 18:17,9726,Northern Europe
62117,6/25/2017 18:00,5113,Southern Europe
62637,7/3/2017 8:10,9726,Southern Europe
67845,9/17/2017 8:46,482,Western Europe
11209,6/13/2015 14:39,7202,Western Europe
41494,8/28/2016 16:50,1173,Eastern Europe
70044,10/19/2017 11:10,13597,Western Europe
16617,8/31/2015 13:19,4047,Western Europe
14574,8/1/2015 17:34,6594,Western Europe
15599,8/16/2015 16:40,1186,Northern Europe
20072,10/20/2015 23:45,4279,Southern Europe
12323,6/29/2015 20:56,4151,Western Europe
71295,11/6/2017 17:27,14848,Western Europe
66351,8/26/2017 13:21,4697,Western Europe
44148,10/6/2016 10:39,5887,Eastern Europe
53540,2/20/2017 13:05,8524,Central America
57570,4/20/2017 8:59,3207,Caribbean
5154,3/17/2015 5:19,12310,Central America
9122,5/14/2015 3:29,1222,South America
4427,3/6/2015 14:37,8397,Central America
9340,5/17/2015 7:52,6306,Central America
9331,5/17/2015 4:42,8002,Caribbean
58315,5/1/2017 5:59,12382,Central America
54572,3/7/2017 14:39,7844,Central America
51746,1/25/2017 8:34,12291,Caribbean
4269,3/4/2015 7:16,6523,Central America
61346,6/14/2017 11:53,4078,South America
1999,1/30/2015 3:59,4867,Caribbean
53576,2/21/2017 1:42,5301,Central America
57152,4/14/2017 6:32,4784,Central America
51674,1/24/2017 7:21,8348,South America
55336,3/18/2017 18:18,7446,South America
53810,2/24/2017 11:41,11455,South America
59301,5/15/2017 15:25,5364,Central America
8410,5/3/2015 18:02,259,Central America
8123,4/29/2015 13:29,11290,Central America
60567,6/3/2017 2:58,8517,South America
3527,2/21/2015 11:18,7407,Central America
2428,2/5/2015 10:17,5965,Central America
55174,3/16/2017 9:33,8677,Central America
57032,4/12/2017 12:29,10093,South America
10113,5/28/2015 14:41,12119,South America
52250,2/1/2017 17:09,8274,Central America
8906,5/10/2015 23:49,2291,Central America
1386,1/21/2015 5:13,11310,South America
59226,5/14/2017 13:09,155,South America
8847,5/10/2015 3:08,4998,South America
57929,4/25/2017 14:45,7720,South America
53505,2/20/2017 0:50,3099,Central America
55636,3/23/2017 3:25,5011,South America
57128,4/13/2017 22:07,2643,Central America
8728,5/8/2015 9:27,9501,South America
1105,1/17/2015 2:46,9760,Caribbean
1797,1/27/2015 5:13,11793,Central America
1634,1/24/2015 20:06,7273,Central America
6176,4/1/2015 3:22,3329,Central America
60460,6/1/2017 13:28,9429,Caribbean
580,1/9/2015 10:50,8677,Central America
56244,4/1/2017 0:25,437,Caribbean
6522,4/6/2015 4:35,2538,South America
58298,5/1/2017 0:02,4280,South America
3625,2/22/2015 21:38,2813,Central America
52321,2/2/2017 18:01,4249,Caribbean
58896,5/9/2017 17:32,9697,Caribbean
5919,3/28/2015 9:20,6306,South America
