id,order_id,product_id,sales,profit
236,25163,403,129.9900055,15.43999958
237,28036,403,129.9900055,4.570000172
238,22679,403,129.9900055,61.75
239,23610,403,129.9900055,38.65000153
240,42828,365,59.99000168,14.25
241,41896,403,129.9900055,-6.170000076
242,48713,403,129.9900055,20.12999916
243,45668,403,129.9900055,54.34000015
244,74796,1353,461.480011,43.61000061
245,27918,403,129.9900055,42.99000168
246,30097,365,59.99000168,19.84000015
247,30966,403,129.9900055,54.04999924
248,30063,403,129.9900055,-184.2599945
249,22019,403,129.9900055,39.91999817
250,24230,403,129.9900055,41.52000046
251,48713,403,129.9900055,9.210000038
252,42353,403,129.9900055,12.27999973
253,45668,403,129.9900055,36.84999847
254,42134,403,129.9900055,60.45000076
255,21522,403,129.9900055,-29.37999916
256,23767,403,129.9900055,15.10999966
257,25433,403,129.9900055,-105.7799988
258,73893,1363,215.8200073,72.86000061
259,30085,365,59.99000168,26.78000069
260,30172,403,129.9900055,31.79000092
261,27478,403,129.9900055,7.619999886
262,76976,1363,215.8200073,62.8199997
263,24063,403,129.9900055,-187.3800049
264,51209,403,129.9900055,31.43000031
265,73839,1363,215.8200073,-140.5
266,74723,1353,461.480011,37.77000046
267,26821,403,129.9900055,-193.4299927
268,77102,1363,215.8200073,76.26999664
269,41608,403,129.9900055,12.09000015
270,47009,403,129.9900055,32.63999939
271,49916,403,129.9900055,24.84000015
272,29746,365,59.99000168,6.170000076
273,72533,1357,210.8500061,94.01999664
274,48608,502,250.0,22.5
275,45506,502,250.0,15.39999962
276,45027,627,199.9499969,52.18999863
277,46308,627,199.9499969,84.98000336
278,43685,502,250.0,65.73000336
279,41893,502,250.0,70.13999939
280,46339,502,250.0,56.02999878
281,46667,502,250.0,12.86999989
282,47647,502,250.0,64.16999817
283,48565,502,250.0,100.4499969
284,43889,502,250.0,71.75
285,45138,502,250.0,72.59999847
286,44160,627,199.9499969,67.48000336
287,49214,502,250.0,21.19000053
288,41825,906,124.9499969,59.97999954
289,44504,885,124.9499969,35.61000061
290,44496,886,124.9499969,39.90999985
291,45559,926,79.94999695,23.27000046
292,44074,924,79.94999695,30.88999939
293,49857,825,159.9499969,11.40999985
294,41786,977,149.9499969,53.97999954
295,48042,116,224.9499969,82.15000153
296,44301,191,499.9500122,66.48999786
297,41591,365,299.9500122,80.98999786
298,44981,627,199.9499969,54.77000046
299,41545,502,250.0,-265.0
300,49910,818,239.9499969,51.15999985
301,19590,44,299.9500122,85.48999786
302,43650,235,174.9499969,59.13000107
303,15202,191,499.9500122,84.13999939
304,15462,273,139.9499969,65.83000183
305,15155,191,499.9500122,43.11999893
306,64451,191,499.9500122,242.4799957
307,67028,191,499.9500122,-115.4199982
308,62336,191,499.9500122,109.1100006
309,11334,282,159.9499969,52.43999863
310,62885,191,499.9500122,9.600000381
311,66998,191,499.9500122,230.3800049
312,47002,191,499.9500122,41.79999924
313,63445,191,499.9500122,47.5
314,67566,191,499.9500122,218.4799957
315,18884,235,174.9499969,-9.81000042
316,18845,235,174.9499969,82.66000366
317,66854,359,499.9500122,174.3600006
318,46955,191,499.9500122,159.2299957
319,55002,365,119.9800034,49.97000122
320,60445,365,119.9800034,46.90999985
321,53586,365,119.9800034,32.36000061
322,56618,365,119.9800034,36.84999847
323,51865,365,119.9800034,49.79000092
324,2937,502,100.0,35.0
325,54446,502,100.0,43.0
326,58623,502,100.0,0.0
327,7411,627,79.98000336,21.77000046
328,5348,502,100.0,10.96000004
329,59742,502,100.0,41.27999878
330,59498,627,79.98000336,26.87000084
331,3459,627,79.98000336,34.18999863
332,8470,627,79.98000336,35.70999908
333,53455,502,100.0,11.88000011
334,2014,565,140.0,18.52000046
335,55899,567,50.0,17.44000053
336,52582,502,100.0,30.22999954
337,56222,502,100.0,-162.75
338,57829,627,79.98000336,24.60000038
339,56217,627,79.98000336,35.99000168
340,5893,627,79.98000336,17.12999916
341,5528,502,100.0,41.40000153
342,367,627,79.98000336,23.38999939
343,52353,502,100.0,21.42000008
344,1784,502,100.0,28.17000008
345,60317,627,79.98000336,-11.47000027
346,6776,502,100.0,29.04000092
347,4487,502,100.0,23.48999977
348,9681,502,100.0,19.12999916
349,60868,627,79.98000336,5.96999979
350,53231,572,79.98000336,7.210000038
351,52601,627,79.98000336,21.63999939
352,4660,627,79.98000336,-9.050000191
353,3539,502,100.0,7.21999979
354,53231,502,100.0,37.59999847
355,54488,502,100.0,36.79999924
356,6776,627,79.98000336,16.20000076
357,52549,627,79.98000336,27.59000015
358,60361,502,100.0,12.75
359,8470,825,63.97999954,19.0
360,5712,905,49.97999954,13.69999981
361,9309,804,39.97999954,15.82999992
362,8095,822,95.98000336,26.44000053
363,75892,1360,327.75,-45.88999939
364,75891,1360,327.75,103.2399979
365,75890,1360,327.75,81.94000244
366,75889,1360,327.75,24.34000015
367,75888,1360,327.75,-36.29999924
368,75887,1360,327.75,111.2699966
369,75886,1360,327.75,114.2099991
370,75885,1360,327.75,-71.30000305
371,75884,1360,327.75,37.16999817
372,75883,1360,327.75,146.3099976
373,75882,1360,327.75,74.55999756
374,75881,1360,327.75,59.0
375,75880,1360,327.75,83.63999939
376,75879,1360,327.75,136.8699951
377,75878,1360,327.75,20.88999939
378,75877,1360,327.75,-55.06000137
379,75876,1360,327.75,36.18000031
380,75875,1360,327.75,131.6900024
381,75874,1360,327.75,91.76999664
382,75873,1360,327.75,-163.9600067
383,75872,1360,327.75,144.2100067
384,75871,1360,327.75,32.45000076
385,75870,1360,327.75,93.15000153
386,75869,1360,327.75,79.48000336
387,75868,1360,327.75,100.6800003
388,75867,1360,327.75,149.4499969
389,75866,1360,327.75,80.52999878
390,75865,1360,327.75,-34.75
391,75864,1360,327.75,146.1399994
392,75863,1360,327.75,22.12000084
393,75862,1360,327.75,-447.0499878
394,75861,1360,327.75,106.9300003
395,75860,1360,327.75,-459.6700134
396,75859,1360,327.75,-61.93999863
397,75858,1360,327.75,111.5299988
398,75857,1360,327.75,131.6900024
399,75856,1360,327.75,85.22000122
400,75855,1360,327.75,63.90999985
401,75854,1360,327.75,-273.019989
402,75853,1360,327.75,-259.5799866
403,75852,1360,327.75,20.23999977
404,75851,1360,327.75,111.2699966
405,75850,1360,327.75,0.0
406,75849,1360,327.75,97.45999908
407,75848,1360,327.75,89.8199997
408,75847,1360,327.75,85.34999847
409,75846,1360,327.75,125.2699966
410,75845,1360,327.75,91.44000244
411,75844,1360,327.75,77.87000275
412,75843,1360,327.75,82.69000244
413,75842,1360,327.75,69.65000153
414,75841,1360,327.75,134.8999939
415,75840,1360,327.75,-199.3999939
416,75839,1360,327.75,-215.0
417,75838,1360,327.75,82.0699997
418,75837,1360,327.75,76.94000244
419,75836,1360,327.75,-540.789978
420,75835,1360,327.75,-146.0099945
421,75834,1360,327.75,93.15000153
422,75833,1360,327.75,149.4199982
423,75832,1360,327.75,31.45999908
424,75831,1360,327.75,0.0
425,75830,1360,327.75,151.7599945
426,75829,1360,327.75,146.3099976
427,75828,1360,327.75,20.87999916
428,75827,1360,327.75,95.87000275
429,75826,1360,327.75,135.5599976
430,75825,1360,327.75,74.13999939
431,75824,1360,327.75,78.0
432,75823,1360,327.75,-183.6300049
433,75822,1360,327.75,98.75
434,75821,1360,327.75,26.87999916
435,75820,1360,327.75,91.76999664
436,75819,1360,327.75,-180.1799927
437,75818,1360,327.75,-251.3800049
438,75817,1360,327.75,-237.8399963
439,75816,1360,327.75,28.27000046
440,75815,1360,327.75,87.43000031
441,75814,1360,327.75,82.75
442,75813,1360,327.75,116.7600021
443,75812,1360,327.75,148.6699982
444,75811,1360,327.75,-72.54000092
445,75810,1360,327.75,146.1399994
446,75809,1360,327.75,129.7899933
447,75808,1360,327.75,112.4800034
448,75807,1360,327.75,76.98999786
449,75806,1360,327.75,75.22000122
450,75805,1360,327.75,123.8899994
451,75804,1360,327.75,133.3000031
452,75803,1360,327.75,90.83999634
453,75802,1360,327.75,-43.79000092
454,75801,1360,327.75,92.18000031
455,75800,1360,327.75,40.97000122
456,75799,1360,327.75,45.43000031
457,75798,1360,327.75,144.5399933
458,75797,1360,327.75,31.79000092
459,5895,502,150.0,57.59999847
460,3130,502,150.0,12.71000004
461,49521,191,299.9700012,95.62000275
462,30305,627,119.9700012,35.33000183
463,50054,191,299.9700012,-19.12000084
464,27772,365,179.9700012,28.51000023
465,47752,365,179.9700012,12.96000004
466,31296,365,179.9700012,36.22999954
467,22076,365,179.9700012,6.21999979
468,25665,365,179.9700012,-102.0299988
469,31296,502,150.0,64.5
470,22819,627,119.9700012,44.15000153
471,27099,917,65.97000122,-4.110000134
472,28292,924,47.97000122,-57.56000137
473,39159,365,179.9700012,28.18000031
474,32090,116,134.9700012,34.41999817
475,34631,191,299.9700012,-215.4799957
476,37669,191,299.9700012,72.52999878
477,37669,365,179.9700012,53.54000092
478,34773,502,150.0,66.93000031
479,40085,502,150.0,13.94999981
480,47262,191,399.9599915,59.13000107
481,44771,835,127.9599991,42.99000168
482,13890,191,399.9599915,138.5899963
483,17071,276,127.9599991,0.0
484,11321,191,399.9599915,141.1100006
485,64813,365,239.9600067,77.05000305
486,17162,365,239.9600067,58.45000076
487,12827,365,239.9600067,17.73999977
488,11936,502,200.0,-146.6000061
489,68337,627,159.9600067,54.86999893
490,45746,502,200.0,83.59999847
491,64813,502,200.0,85.05000305
492,13736,502,200.0,-148.8000031
493,49622,627,159.9600067,-33.91999817
494,19444,502,200.0,68.40000153
495,63936,627,159.9600067,37.11000061
496,49622,893,99.95999908,-25.48999977
497,51911,191,399.9599915,186.1000061
498,58239,191,399.9599915,38.41999817
499,56678,191,399.9599915,131.0299988
500,53202,365,239.9600067,93.58000183
501,58738,365,239.9600067,-25.5
502,56260,365,239.9600067,98.76999664
503,5042,502,200.0,90.72000122
504,53202,627,159.9600067,61.18000031
505,55511,502,200.0,-115.5999985
506,54128,823,207.9600067,50.95000076
507,21244,885,99.95999908,-69.90000153
508,47752,365,239.9600067,14.13000011
509,31239,365,239.9600067,84.23000336
510,45772,365,239.9600067,51.15999985
511,24661,627,159.9600067,51.90000153
512,50054,502,200.0,62.40000153
513,22924,627,159.9600067,3.799999952
514,21902,502,200.0,90.72000122
515,21534,627,159.9600067,13.11999989
516,45461,502,200.0,50.84000015
517,24160,885,99.95999908,-76.76999664
518,39159,502,200.0,76.36000061
519,32102,282,127.9599991,36.74000168
520,37763,365,239.9600067,102.2900009
521,37867,365,239.9600067,95.98000336
522,31905,365,239.9600067,67.48999786
523,36269,365,239.9600067,-53.99000168
524,37867,365,239.9600067,56.33000183
525,40085,627,159.9600067,48.04000092
526,40085,502,200.0,52.70000076
527,48374,191,499.9500122,-652.4299927
528,48434,502,250.0,76.90000153
529,17719,191,499.9500122,174.9799957
530,15766,191,499.9500122,114.3899994
531,12179,365,299.9500122,136.75
532,66275,365,299.9500122,18.67000008
533,13140,365,299.9500122,84.15000153
534,16444,365,299.9500122,-67.63999939
535,15766,572,199.9499969,50.95000076
536,65030,502,250.0,102.3799973
537,14454,502,250.0,29.25
538,13736,502,250.0,58.5
539,67979,627,199.9499969,-33.83000183
540,65030,502,250.0,84.37999725
541,66275,502,250.0,-170.0
542,65264,502,250.0,78.62999725
543,11936,565,350.0,-72.62999725
544,13890,502,250.0,-5.130000114
545,51226,804,99.94999695,25.20999908
546,52576,502,250.0,112.8000031
547,53202,282,159.9499969,6.809999943
548,67753,203,399.9899902,105.5999985
549,15421,191,99.98999786,40.88999939
550,13225,273,27.98999977,-1.389999986
551,71362,1353,461.480011,144.4400024
552,13232,403,129.9900055,48.09999847
553,67753,364,299.9899902,144.0
554,68879,403,129.9900055,11.18000031
555,65487,403,129.9900055,-9.75
556,65105,403,129.9900055,-23.79000092
557,14837,403,129.9900055,24.44000053
558,46224,365,59.99000168,29.70000076
559,71217,1353,461.480011,114.2200012
560,63972,403,129.9900055,61.77000046
561,19200,403,129.9900055,16.72999954
562,18009,403,129.9900055,16.72999954
563,10831,403,129.9900055,-11.0699997
564,68107,403,129.9900055,-90.08000183
565,15421,403,129.9900055,46.70999908
566,71271,1353,461.480011,22.84000015
567,68879,403,129.9900055,34.75
568,65487,403,129.9900055,41.8199997
569,16953,403,129.9900055,34.75
570,49664,365,59.99000168,-103.8799973
571,16446,403,129.9900055,53.5
572,10831,403,129.9900055,12.73999977
573,14960,365,59.99000168,-45.09000015
574,18005,403,129.9900055,63.04999924
575,10831,403,129.9900055,-79.8199997
576,12804,365,59.99000168,15.13000011
577,14651,403,129.9900055,32.77999878
578,10990,403,129.9900055,37.83000183
579,65609,403,129.9900055,52.40999985
580,17878,403,129.9900055,12.47999954
581,16998,403,129.9900055,-90.47000122
582,13970,403,129.9900055,54.90999985
583,10990,403,129.9900055,-28.07999992
584,13614,365,59.99000168,21.37000084
585,44388,403,129.9900055,56.50999832
586,13050,365,59.99000168,28.35000038
587,12613,403,129.9900055,-24.5699997
588,66587,403,129.9900055,58.95999908
589,62795,403,129.9900055,7.739999771
590,18950,403,129.9900055,55.27999878
591,19610,403,129.9900055,42.31000137
592,65011,403,129.9900055,42.31000137
593,19380,403,129.9900055,36.27000046
594,65005,403,129.9900055,28.38999939
595,20085,403,129.9900055,-90.73000336
596,18245,403,129.9900055,36.66999817
597,17810,403,129.9900055,8.869999886
598,19817,403,129.9900055,54.40999985
599,10444,403,129.9900055,33.11999893
600,64637,403,129.9900055,56.15999985
601,15269,403,129.9900055,32.75999832
602,14064,403,129.9900055,16.37999916
603,14551,365,59.99000168,17.8199997
604,12698,365,59.99000168,-80.98999786
605,47758,403,129.9900055,29.73999977
606,68220,403,129.9900055,7.210000038
607,14730,403,129.9900055,33.16999817
608,66411,403,129.9900055,56.04999924
609,12535,403,129.9900055,-34.3199997
610,67712,403,129.9900055,53.75999832
611,18593,403,129.9900055,36.75
612,17909,403,129.9900055,30.53000069
613,16302,403,129.9900055,-33.93000031
614,14730,403,129.9900055,42.40999985
615,13343,403,129.9900055,33.93000031
616,62117,365,59.99000168,-8.720000267
617,62637,403,129.9900055,52.02000046
618,67845,403,129.9900055,-33.93000031
619,67712,403,129.9900055,36.75
620,11209,403,129.9900055,35.40000153
621,41494,365,59.99000168,14.27999973
622,18593,403,129.9900055,28.72999954
623,13343,403,129.9900055,27.62000084
624,62637,403,129.9900055,13.26000023
625,70044,1350,357.1000061,145.6999969
626,67753,403,129.9900055,37.34999847
627,16617,403,129.9900055,35.90999985
628,14574,403,129.9900055,50.83000183
629,12698,403,129.9900055,30.94000053
630,15599,403,129.9900055,34.18000031
631,13343,403,129.9900055,49.13999939
632,20072,403,129.9900055,29.47999954
633,12323,365,59.99000168,13.60999966
634,71295,1353,461.480011,145.3699951
635,66351,403,129.9900055,32.75999832
636,12698,403,129.9900055,0.0
637,44148,403,129.9900055,32.36999893
638,53540,365,299.9500122,127.5500031
639,53069,365,299.9500122,5.460000038
640,57570,365,299.9500122,2.700000048
641,5154,365,299.9500122,108.2200012
642,9122,365,299.9500122,95.01999664
643,4427,365,299.9500122,49.06000137
644,9340,365,299.9500122,71.38999939
645,9331,365,299.9500122,47.86999893
646,58315,365,299.9500122,28.12999916
647,54572,365,299.9500122,62.99000168
648,51746,627,199.9499969,59.99000168
649,4269,502,250.0,90.75
650,61346,627,199.9499969,34.99000168
651,1999,502,250.0,24.75
652,53576,565,350.0,39.15000153
653,57152,502,250.0,-58.31000137
654,51674,567,125.0,42.88000107
655,55336,627,199.9499969,-36.84000015
656,53810,627,199.9499969,7.449999809
657,59301,502,250.0,48.0
658,8410,502,250.0,-52.08000183
659,8123,502,250.0,78.0
660,60567,502,250.0,116.3799973
661,2203,502,250.0,42.52999878
662,3527,572,199.9499969,62.97999954
663,2428,627,199.9499969,58.79999924
664,55174,502,250.0,-40.45999908
665,57032,502,250.0,38.27999878
666,10113,502,250.0,27.19000053
667,52250,502,250.0,-31.87999916
668,8906,502,250.0,59.5
669,1386,627,199.9499969,13.26000023
670,59226,627,199.9499969,33.59000015
671,8847,502,250.0,60.90000153
672,57929,627,199.9499969,-245.9400024
673,53505,502,250.0,58.0
674,55636,565,350.0,30.79999924
675,57128,818,239.9499969,18.0
676,8728,897,124.9499969,55.09999847
677,1105,818,239.9499969,-14.27999973
678,1797,886,124.9499969,31.87999916
679,1634,905,124.9499969,53.43999863
680,53576,924,79.94999695,4.53000021
681,10113,893,124.9499969,11.85999966
682,6176,365,299.9500122,35.61999893
683,60460,365,299.9500122,76.43000031
684,580,365,299.9500122,40.49000168
685,56244,365,299.9500122,127.4800034
686,6522,365,299.9500122,118.0599976
687,58298,365,299.9500122,-89.98999786
688,3625,627,199.9499969,87.27999878
689,52321,502,250.0,87.12000275
690,58896,502,250.0,60.75
691,5919,565,350.0,102.3799973
692,52772,502,250.0,74.36000061
693,9063,564,150.0,-190.6499939
694,61419,502,250.0,98.0
695,5919,627,199.9499969,52.49000168
696,27742,191,499.9500122,-101.2399979
697,24453,191,499.9500122,63.74000168
698,31145,191,499.9500122,101.2399979
699,30802,37,174.9499969,13.55000019
700,25875,282,159.9499969,47.99000168
701,30589,172,150.0,-34.95000076
702,20931,191,499.9500122,151.9799957
703,45646,191,499.9500122,-283.4700012
704,29731,191,499.9500122,145.5299988
705,42777,191,499.9500122,-790.4199829
706,23886,191,499.9500122,207.4799957
707,43561,276,159.9499969,32.79000092
708,47846,191,499.9500122,-349.9700012
709,21192,365,299.9500122,95.80999756
710,23156,365,299.9500122,79.37000275
711,22811,365,299.9500122,86.18000031
712,25418,365,299.9500122,-97.65000153
713,47092,365,299.9500122,-420.6799927
714,42658,365,299.9500122,124.9300003
715,23494,365,299.9500122,88.19000244
716,27316,365,299.9500122,90.37000275
717,20931,365,299.9500122,74.69000244
718,27555,365,299.9500122,89.27999878
719,28657,627,199.9499969,95.01999664
720,47011,502,250.0,7.429999828
721,47846,502,250.0,27.69000053
722,21973,627,199.9499969,90.22000122
723,50226,502,250.0,92.62999725
724,44617,502,250.0,14.96000004
725,21196,502,250.0,59.06000137
726,21193,502,250.0,72.08000183
727,26073,502,250.0,-55.34000015
728,44425,191,399.9599915,82.98999786
729,49570,191,399.9599915,103.9100037
730,42099,365,239.9600067,76.43000031
731,47731,365,239.9600067,65.51000214
732,46062,365,239.9600067,76.01999664
733,44938,365,239.9600067,-154.7799988
734,50688,365,239.9600067,71.38999939
735,49445,365,239.9600067,65.51000214
736,47938,627,159.9600067,72.84999847
737,45249,627,159.9600067,60.18000031
738,41874,502,200.0,93.12000275
739,41572,502,200.0,87.41999817
740,46062,502,200.0,45.0
741,41785,627,159.9600067,69.58000183
742,42971,627,159.9600067,40.36000061
743,44677,502,200.0,-290.5
744,43266,502,200.0,-265.6000061
745,50688,627,159.9600067,15.0
746,47917,502,200.0,47.56000137
747,48901,810,79.95999908,27.54000092
748,44265,116,179.9600067,62.06000137
749,41590,191,399.9599915,186.2200012
750,45987,365,239.9600067,-63.15999985
751,44452,502,200.0,86.23999786
752,49218,627,159.9600067,44.52999878
753,47840,565,280.0,63.5
754,47493,627,159.9600067,8.260000229
755,45987,502,200.0,20.0
756,41590,821,207.9600067,61.75999832
757,64274,191,399.9599915,108.1500015
